rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
736	2	1	1	0.18509655145098772	-137.71427443605313	0.9999999999999999	95.79755061242497	C31H38O16	[M + Cl]-	HFJIGXAMJFDVFR	InChI=1S/C31H38O16/c1-14-24(38)26(40)27(41)30(44-14)47-28-25(39)22(13-43-23(37)8-5-16-3-6-18(33)20(35)11-16)46-31(29(28)45-15(2)32)42-10-9-17-4-7-19(34)21(36)12-17/h3-8,11-12,14,22,24-31,33-36,38-41H,9-10,13H2,1-2H3	[5-acetyloxy-6-[2-(3,4-dihydroxyphenyl)ethoxy]-3-hydroxy-4-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C)OCCC3=CC(=C(C=C3)O)O)COC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O)O	0.100000001	5322171;9831166	COCONUT:(CNP0211584);Natural Products:(UNPD105628 UNPD50748);PubChem:(5322171 9831166);SuperNatural:(SN00169020 SN00266288 SN00358026)	3178498	701.18690220107	84.9331114294056	1909_neg_ms2_spectra_FT12928
737	1	1	1	0.1850808268671042	-396.4651290552777	0.9984924623115576	97.51763910372348	C37H48O21	[M - H]-	RGYKXVDDEDXCHM	InChI=1S/C37H48O21/c1-17(38)48-15-28-31(52-21(5)42)33(34(54-23(7)44)36(56-28)47-13-12-25-10-11-26(46-9)27(14-25)50-19(3)40)58-37-35(55-24(8)45)32(53-22(6)43)30(51-20(4)41)29(57-37)16-49-18(2)39/h10-11,14,28-37H,12-13,15-16H2,1-9H3	null	CC(=O)OCC1C(C(C(C(O1)OCCC2=CC(=C(C=C2)OC)OC(=O)C)OC(=O)C)OC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	0.563206792	""	COCONUT:(CNP0270818);Natural Products:(UNPD24766);SuperNatural:(SN00241145)	3178496	827.262340907285	222.941537371194	2024_neg_ms2_spectra_FT14673
738	1	1	1	0.1848159364513849	-379.98630697924176	0.9999999999999999	30.32428980547424	C26H38N6O5	[M - H]-	URCNZUPYBOLNCH	InChI=1S/C26H38N6O5/c27-23(33)21(17-19-7-3-1-4-8-19)29-24(34)22-18-31(25(35)28-20-9-5-2-6-10-20)11-12-32(22)26(36)30-13-15-37-16-14-30/h2,5-6,9-10,19,21-22H,1,3-4,7-8,11-18H2,(H2,27,33)(H,28,35)(H,29,34)	(3S)-3-N-[(2S)-1-amino-3-cyclohexyl-1-oxopropan-2-yl]-4-(morpholine-4-carbonyl)-1-N-phenylpiperazine-1,3-dicarboxamide	C1CCC(CC1)CC(C(=O)N)NC(=O)C2CN(CCN2C(=O)N3CCOCC3)C(=O)NC4=CC=CC=C4	1.5	7164920	COCONUT:(CNP0058259);PubChem:(7164920);SuperNatural:(SN00010920);ZINC bio:(ZINC04277867)	3153922	513.286934454429	259.928939430628	1467_neg_ms2_spectra_FT08410
739	1	1	1	0.1848159364513849	-379.98630697924176	0.9999999999999999	30.32428980547424	C26H38N6O5	[M - H]-	URCNZUPYBOLNCH	InChI=1S/C26H38N6O5/c27-23(33)21(17-19-7-3-1-4-8-19)29-24(34)22-18-31(25(35)28-20-9-5-2-6-10-20)11-12-32(22)26(36)30-13-15-37-16-14-30/h2,5-6,9-10,19,21-22H,1,3-4,7-8,11-18H2,(H2,27,33)(H,28,35)(H,29,34)	(3S)-3-N-[(2S)-1-amino-3-cyclohexyl-1-oxopropan-2-yl]-4-(morpholine-4-carbonyl)-1-N-phenylpiperazine-1,3-dicarboxamide	C1CCC(CC1)CC(C(=O)N)NC(=O)C2CN(CCN2C(=O)N3CCOCC3)C(=O)NC4=CC=CC=C4	1.5	7164920	COCONUT:(CNP0058259);PubChem:(7164920);SuperNatural:(SN00010920);ZINC bio:(ZINC04277867)	3153922	513.286730382646	258.315720620235	1468_neg_ms2_spectra_FT08416
740	1	1	2	0.18477043995236944	-282.2999552259289	0.8814070351758794	42.51216179681039	C18H21N7O6	[M - H]-	BQDDVTMGVMIQMR	InChI=1S/C18H21N7O6/c1-30-10-4-8(2-3-9(10)27)5-22-24-18-23-12-15(19)20-7-21-16(12)25(18)17-14(29)13(28)11(6-26)31-17/h2-5,7,11,13-14,17,26-29H,6H2,1H3,(H,23,24)(H2,19,20,21)	null	COC1=C(C=CC(=C1)C=NNC2=NC3=C(N=CN=C3N2C4C(C(C(O4)CO)O)O)N)O	-0.300000012	2814990;3809587;135639377;135733842;135781399;136242331;136254099;136795152;136820365;136865871;136865872;136865873;136865874;135448379	COCONUT:(CNP0354843);PubChem:(2814990 3809587 135639377 135733842 135781399 136242331 136254099 136795152 136820365 136865871 136865872 136865873 136865874 135448379);SuperNatural:(SN00077912 SN00077910 SN00077913 SN00077911);ZINC bio:(ZINC08740517 ZINC08740518 ZINC08740519 ZINC08740520)	3153922	430.147764957776	310.9229504251	1059_neg_ms2_spectra_FT05738
741	1	1	1	0.18449558116615647	-155.7259168942764	0.9999999999999999	66.45651345087948	C13H25NO3	[M - H]-	HEUQYIQQCNOXOG	InChI=1S/C13H25NO3/c1-2-3-4-5-6-7-8-9-10-12(15)14-11-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	acylglycine C:11	CCCCCCCCCCC(=O)NCC(=O)O	3.79999995	454092	COCONUT:(CNP0135234);HMDB:(13286);PubChem:(454092);PubMed;CHEBI:(74438)	2097258	242.173825843176	495.819324929005	330_neg_ms2_spectra_FT01626
742	1	1	1	0.18439566545893343	-269.6064284679586	0.9999999999999999	73.28338850900032	C29H49NO8	[M - H]-	BLYWPEXUKCPYJP	InChI=1S/C29H49NO8/c1-11-21-27(7)13-15(2)29(37-27)16(3)14-28(8,38-29)24(18(5)22(31)19(6)25(33)35-21)36-26-23(32)20(30(9)10)12-17(4)34-26/h13,16-24,26,31-32H,11-12,14H2,1-10H3	Erythromycin, 3-O-de(2,6-dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranosyl)-10,11-didehydro-9-deoxo-6,11,12-trideoxy-6,9:9,12-diepoxy-	CCC1C2(C=C(C3(O2)C(CC(O3)(C(C(C(C(C(=O)O1)C)O)C)OC4C(C(CC(O4)C)N(C)C)O)C)C)C)C	2.70000005	3036918;21579399;57893288;133562677	MeSH:(3036918 21579399);PubChem:(3036918 21579399 57893288 133562677);PubMed	70	538.334636004989	618.703958281798	1555_neg_ms2_spectra_FT09144
743	3	1	3	0.18409383699097537	-379.60395015813833	0.1763819095477387	85.60928045264372	C10H20N5O14P3	[M + Cl]-	HLFIXFNSNSWFIY	InChI=1S/C10H20N5O14P3/c11-8-10(18)9(13-2-12-8)15(3-14-10)7-6(17)5(16)4(27-7)1-26-31(22,23)29-32(24,25)28-30(19,20)21/h2,4-8,14,16-18H,1,3,11H2,(H,22,23)(H,24,25)(H2,19,20,21)	null	C1NC2(C(N=CN=C2N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N)O	-12.6999998	135398141	PubChem:(135398141);PubChem class - bio and metabolites	16777218	561.989600147182	92.3817855964065	1614_neg_ms2_spectra_FT09758
744	1	1	1	0.1837132395934223	-103.39354258262631	0.9874371859296485	24.067597169771958	C23H20O14	[M - H]-	IRLKNLPAYWYZDV	InChI=1S/C23H20O14/c1-7(24)34-21-17(31)16(30)20(22(32)33)37-23(21)36-19-15(29)14-12(28)5-9(25)6-13(14)35-18(19)8-2-3-10(26)11(27)4-8/h2-6,16-17,20-21,23,25-28,30-31H,1H3,(H,32,33)	null	CC(=O)OC1C(C(C(OC1OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)C(=O)O)O)O	1.20000005	76955684	COCONUT:(CNP0118778);Natural Products:(UNPD225940);PubChem:(76955684)	2129922	519.07519790333	393.064326107728	1489_neg_ms2_spectra_FT08581
745	2	1	2	0.18367261172151345	-18.358076917411154	0.46683417085427137	77.46135210813567	C5H10O6	[M - H]-	QXKAIJAYHKCRRA	InChI=1S/C5H10O6/c6-1-2(7)3(8)4(9)5(10)11/h2-4,6-9H,1H2,(H,10,11)	lyxonate	C(C(C(C(C(=O)O)O)O)O)O	-2.70000005	10264;644110;122045;152955;439259;3399991;5460677;5459849;5459898;5460050;5460056;6602426;6602431;6971039;6971040;6971041;6971042;6971043;23616890;58332772;89956204;131204550	HMDB:(539 867 59750 60255 60256);SuperNatural:(SN00373299 SN00290258 SN00375233);ZINC bio:(ZINC00895289 ZINC00895290 ZINC00895291 ZINC00895294 ZINC08551175 ZINC08551176);MeSH:(122045 152955 6602431 6971043);Plantcyc:(CPD0-1198 CPD-1117 CPD-1114 D-XYLONATE);PubMed;NORMAN:(NS00044028);COCONUT:(CNP0082882 CNP0348844);Natural Products:(UNPD145733 UNPD42700 UNPD131225);PubChem:(10264 644110 122045 152955 439259 3399991 5460677 5459849 5459898 5460050 5460056 6602426 6602431 6971039 6971040 6971041 6971042 6971043 23616890 58332772 89956204 131204550);YMDB Mine;CHEBI:(134538 48092 17773 87765 33510 20912 6268 48093 16157 16501 28146 21077 17746);PubChem class - bio and metabolites;KEGG:(C00545 C05411 C05412 C00502 C01685 C00878);PubChem class - safety and toxic;Training Set;Biocyc:(CPD0-1198 CPD-1117 CPD0-2504 CPD-1114 D-XYLONATE CPD-373 CPD-8902 L-XYLONATE)	34447223150	165.038729378677	58.0808754798581	148_neg_ms2_spectra_FT00758
746	1	1	1	0.1836700831396203	-55.12844423038577	0.9999999999999999	126.92223825034002	C5H10N2O3	[M - H]-	ZDXPYRJPNDTMRX	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)	glutamin	C(CC(=O)N)C(C(=O)O)N	-1.80237091	738;5961;145815;3949139;5460866;5460862;5460863;5460865;5460870;5460871;6992086;6992096;11789351;15560190;15560193;15560194;16213341;16217249;16217534;16217562;16217702;25244553;60111834;56835788;57616937;59584414;59274060;58203006;71308839;71308840;71308841;71308842;71309440;71309658;71309916;71309977;86671832;87103585;87103617;87528065;87151912;88901893;88959280;87944963;87945056;90973518;91337929;101964087;101964088;102387240;117059134;124202803;129848886;131879741	HMDB:(641 3423);PubChem class - food;SuperNatural:(SN00002229 SN00002216);ZINC bio:(ZINC01532526 ZINC01532609);additional;HSDB:(56-85-9);MeSH:(5961 145815);Plantcyc:(GLN GLUTAMIDE);PubMed;NORMAN:(NS00006419);COCONUT:(CNP0361973);KNApSAcK:(1359);Natural Products:(UNPD3701);PubChem:(738 5961 145815 3949139 5460866 5460862 5460863 5460865 5460870 5460871 6992086 6992096 11789351 15560190 15560193 15560194 16213341 16217249 16217534 16217562 16217702 25244553 60111834 56835788 57616937 59584414 59274060 58203006 71308839 71308840 71308841 71308842 71309440 71309658 71309916 71309977 86671832 87103585 87103617 87528065 87151912 88901893 88959280 87944963 87945056 90973518 91337929 101964087 101964088 102387240 117059134 124202803 129848886 131879741);CHEBI:(32666 32678 32665 28300 32672 17061 58359 32673 18050 32679 58000);PubChem class - bio and metabolites;KEGG:(C00064 C00303 C00819);PubChem class - safety and toxic;YMDB:(990 2);Training Set;PubChem class - drug;Biocyc:(GLN GLUTAMIDE)	255847294	145.060211726271	51.4523316356287	88_neg_ms2_spectra_FT00566
747	1	1	1	0.18332857276418674	-664.1162286466164	0.9959798994974874	66.9249988939555	C26H18F3N3O6	[M + Cl]-	MUXIBMYSVWHKJF	InChI=1S/C26H18F3N3O6/c27-8-1-3-12-10(5-8)15-17-18(25(37)31-24(17)36)16-11-6-9(28)2-4-13(11)32(21(16)20(15)30-12)26-23(35)22(34)19(29)14(7-33)38-26/h1-6,14,19,22-23,26,30,33-35H,7H2,(H,31,36,37)	5H-Indolo(2,3-a)pyrrolo(3,4-C)carbazole-5,7(6H)-dione, 12-(4-deoxy-4-fluoro-beta-D-glucopyranosyl)-3,9-difluoro-12,13-dihydro-	C1=CC2=C(C=C1F)C3=C4C(=C5C6=C(C=CC(=C6)F)N(C5=C3N2)C7C(C(C(C(O7)CO)F)O)O)C(=O)NC4=O	2.0	9828230;22569131;58883489;129675627	MeSH:(9828230 129675627);PubChem:(9828230 22569131 58883489 129675627);PubMed	70	560.085249427031	277.601757032663	1604_neg_ms2_spectra_FT09697
748	1	1	1	0.18284977779158798	-369.78320767376493	0.9999999999999999	35.50975182250146	C15H12Br2N4O3	[M - H]-	QULBLDBAHNWAKA	InChI=1S/C15H12Br2N4O3/c1-19-12-11(13(23)20(2)15(19)24)21(14(17)18-12)7-10(22)8-3-5-9(16)6-4-8/h3-6H,7H2,1-2H3	Oprea1_608715	CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)Br)CC(=O)C3=CC=C(C=C3)Br	2.79999995	989210	PubChem:(989210);PubChem class - safety and toxic	67108866	452.919799564646	809.574845064089	1186_neg_ms2_spectra_FT06427
749	1	1	1	0.1828048187536943	-536.8575819590103	0.9994974874371858	44.26529249761589	C25H42N6O7	[M - H]-	YUWYJLZMNVWJKP	InChI=1S/C25H42N6O7/c1-13(2)21(29-23(36)20(12-32)38-3)24(37)31-16-10-19(34)18(33)9-15(16)8-17(31)22(35)28-6-4-14-5-7-30(11-14)25(26)27/h5,13,15-21,32-34H,4,6-12H2,1-3H3,(H5,26,27,28,29,35,36)/p+1	dysinosin D	CC(C)C(C(=O)N1C2CC(C(CC2CC1C(=O)NCCC3=CC[N+](=C(N)N)C3)O)O)NC(=O)C(CO)OC	-2.79999995	11330154;21777680;44584374;101348536	COCONUT:(CNP0077560);Natural Products:(UNPD58864);PubChem:(11330154 21777680 44584374 101348536);SuperNatural:(SN00403985);MeSH:(44584374);PubMed	3178566	537.30320334138	679.661094065732	1553_neg_ms2_spectra_FT09112
750	2	1	1	0.18265073729207626	-355.90025708752944	0.9999999999999999	2.744393774142784	C15H12Br2N4O3	[M - H]-	QULBLDBAHNWAKA	InChI=1S/C15H12Br2N4O3/c1-19-12-11(13(23)20(2)15(19)24)21(14(17)18-12)7-10(22)8-3-5-9(16)6-4-8/h3-6H,7H2,1-2H3	Oprea1_608715	CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)Br)CC(=O)C3=CC=C(C=C3)Br	2.79999995	989210	PubChem:(989210);PubChem class - safety and toxic	67108866	452.919411570508	710.151922875418	1180_neg_ms2_spectra_FT06420
751	1	1	1	0.1824141210078436	-643.0691731593644	0.9999999999999999	59.37551526491918	C25H42N6O7	[M - H]-	YUWYJLZMNVWJKP	InChI=1S/C25H42N6O7/c1-13(2)21(29-23(36)20(12-32)38-3)24(37)31-16-10-19(34)18(33)9-15(16)8-17(31)22(35)28-6-4-14-5-7-30(11-14)25(26)27/h5,13,15-21,32-34H,4,6-12H2,1-3H3,(H5,26,27,28,29,35,36)/p+1	dysinosin D	CC(C)C(C(=O)N1C2CC(C(CC2CC1C(=O)NCCC3=CC[N+](=C(N)N)C3)O)O)NC(=O)C(CO)OC	-2.79999995	11330154;21777680;44584374;101348536	COCONUT:(CNP0077560);Natural Products:(UNPD58864);PubChem:(11330154 21777680 44584374 101348536);SuperNatural:(SN00403985);MeSH:(44584374);PubMed	3178566	537.303084000642	670.444458405732	1554_neg_ms2_spectra_FT09113
752	1	1	1	0.18202384366697288	-55.53691781784277	0.9999999999999999	49.254570232750616	C15H22O9	[M - H]-	RJWJHRPNHPHBRN	InChI=1S/C15H22O9/c16-4-6-3-8(18)7-1-2-22-14(10(6)7)24-15-13(21)12(20)11(19)9(5-17)23-15/h1-3,7-21H,4-5H2	Aucubin	C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O	-3.0	91458;348157;372840;2751825;2752068;7098685;12358432;10020493;11110762;11198783;11875891;11887213;11887214;11887215;11887216;11887217;11887218;11887219;16760065;22489711;44202880;92269360;92269361;100806017;100956133;102552753;125040022;125462848;124708021;124708123;124768672;124906526;124916799;124916800;124916801;124350854;138114249;139292051	HMDB:(36562);SuperNatural:(SN00010603 SN00359488 SN00010600 SN00238102 SN00161684 SN00071902 SN00006965 SN00010602 SN00130047 SN00177501 SN00013551 SN00130046 SN00164266 SN00271883 SN00010604 SN00336673 SN00384829 SN00271970 SN00284110 SN00244607 SN00013550 SN00327934 SN00010601);ZINC bio:(ZINC04073951 ZINC04098334 ZINC04268259 ZINC04268261 ZINC04268262 ZINC04268265 ZINC04268352 ZINC04268353 ZINC04268354 ZINC05566519 ZINC05566520);additional;MeSH:(91458);PubMed;NORMAN:(NS00043461);COCONUT:(CNP0242593);KNApSAcK:(3073);Natural Products:(UNPD100419 UNPD83200 UNPD124951 UNPD187612 UNPD19856 UNPD69981 UNPD15122 UNPD162935 UNPD53264 UNPD12516 UNPD53248);PubChem:(91458 348157 372840 2751825 2752068 7098685 12358432 10020493 11110762 11198783 11875891 11887213 11887214 11887215 11887216 11887217 11887218 11887219 16760065 22489711 44202880 92269360 92269361 100806017 100956133 102552753 125040022 125462848 124708021 124708123 124768672 124906526 124916799 124916800 124916801 124350854 138114249 139292051);CHEBI:(69796);PubChem class - bio and metabolites;KEGG:(C09771);PubChem class - safety and toxic;Training Set	87875966	345.116352157514	283.157541664677	770_neg_ms2_spectra_FT03683
753	1	1	1	0.1818384540064314	-65.25835127616556	0.9999999999999999	188.71693143248683	C6H11NO5	[M - H]-	GZEURHPPKFNBRU	InChI=1S/C6H11NO5/c7-4(6(11)12)1-3(2-8)5(9)10/h3-4,8H,1-2,7H2,(H,9,10)(H,11,12)	(2S,4S)-4-(Hydroxymethyl)glutamic Acid	C(C(CO)C(=O)O)C(C(=O)O)N	-4.19999981	24905651;74350039;88091335	COCONUT:(CNP0295470);Natural Products:(UNPD148738);PubChem:(24905651 74350039 88091335);SuperNatural:(SN00249843);YMDB Mine;EcoCyc Mine;PubMed;KEGG Mine	60132720706	176.05445708701	59.1611882456527	181_neg_ms2_spectra_FT00878
754	1	1	1	0.1817583972410759	-573.9739767991977	0.9999999999999999	27.469805845428468	C8H12N6O5	[M - H]-	UBXCKYZTPKCNKG	InChI=1S/C8H12N6O5/c9-5-7(13-18-11-5)16-3-1-15-2-4-17-8-6(10)12-19-14-8/h1-4H2,(H2,9,11)(H2,10,12)	4-(2-{2-[(4-amino-1,2,5-oxadiazol-3-yl)oxy]ethoxy}ethoxy)-1,2,5-oxadiazol-3-amine	C(COC1=NON=C1N)OCCOC2=NON=C2N	-1.0	2063587	COCONUT:(CNP0242164);PubChem:(2063587);SuperNatural:(SN00003174);ZINC bio:(ZINC02568872)	3153922	271.079917569992	117.919271289097	424_neg_ms2_spectra_FT02059
755	1	1	1	0.18148453312786797	-266.6878266978148	0.9999999999999999	68.8909574178839	C35H48O15	[M - H]-	JYRMLCBMOCHFFR	InChI=1S/C35H48O15/c1-7-18(2)15-20(4)24(37)17-25(38)48-28-27(39)33(49-29(30(40)41)34(46,31(42)43)35(28,50-33)32(44)45)14-13-19(3)26(47-22(6)36)21(5)16-23-11-9-8-10-12-23/h8-12,18,20-21,24,26-29,37,39,46H,3,7,13-17H2,1-2,4-6H3,(H,40,41)(H,42,43)(H,44,45)	null	CCC(C)CC(C)C(CC(=O)OC1C(C2(OC(C(C1(O2)C(=O)O)(C(=O)O)O)C(=O)O)CCC(=C)C(C(C)CC3=CC=CC=C3)OC(=O)C)O)O	3.70000005	10395030;139587327	COCONUT:(CNP0317955);Natural Products:(UNPD78001);PubChem:(10395030 139587327);SuperNatural:(SN00257450)	3178498	707.287988142666	412.343831587879	1917_neg_ms2_spectra_FT13073
756	2	1	2	0.18130005389306109	-517.5001636898315	0.015577889447236183	67.14933378480336	C28H46N4O13	[M + Cl]-	YHZUHQIORUMYTL	InChI=1S/C28H46N4O13/c1-2-3-4-5-6-7-8-10-22(35)31(45)16-9-14-29-20(33)17-27(43,25(39)40)18-21(34)30-15-12-19(24(37)38)32-23(36)11-13-28(32,44)26(41)42/h19,43-45H,2-18H2,1H3,(H,29,33)(H,30,34)(H,37,38)(H,39,40)(H,41,42)	null	CCCCCCCCCC(=O)N(CCCNC(=O)CC(CC(=O)NCCC(C(=O)O)N1C(=O)CCC1(C(=O)O)O)(C(=O)O)O)O	-0.699999988	134820003;134820004	PubChem:(134820003 134820004);PubMed;Biocyc:(CPD-21010)	2114	681.273216671818	352.778643368039	1879_neg_ms2_spectra_FT12471
757	1	1	2	0.18076365369929814	-52.9476454144848	0.4	26.3531038461395	C4H5F3O3	[M - H]-	ASQMUMZEQLWJRC	InChI=1S/C4H5F3O3/c5-4(6,7)2(8)1-3(9)10/h2,8H,1H2,(H,9,10)	ACMC-20dkoh	C(C(C(F)(F)F)O)C(=O)O	0.200000003	228892;2779071;7000145;7000146;6992844;21928342	PubChem class - safety and toxic;PubChem:(228892 2779071 7000145 7000146 6992844 21928342);PubMed	67108930	157.010109812935	928.906958977401	116_neg_ms2_spectra_FT00672
758	3	1	2	0.18026565812242742	-246.4225268764347	0.0407035175879397	32.53257700567965	C14H18NO8P	[M - H]-	RKPCXXCZORRXOQ	InChI=1S/C14H18NO8P/c16-7-10-11(17)13(23-24(19,20)21)12(18)14(22-10)15-6-5-8-3-1-2-4-9(8)15/h1-6,10-14,16-18H,7H2,(H2,19,20,21)	null	C1=CC=C2C(=C1)C=CN2C3C(C(C(C(O3)CO)O)OP(=O)(O)O)O	-1.29999995	132472380	COCONUT:(CNP0082986);PubChem:(132472380);CHEBI:(140486)	2097186	358.066885194713	466.921800657098	829_neg_ms2_spectra_FT04015
759	1	1	1	0.18022004946312256	-104.08809330427333	0.993969849246231	64.38068856003487	C28H24O4	[M - H]-	ZVVCUSDMHMVYJD	InChI=1S/C28H24O4/c29-21-8-10-22-20(16-21)7-3-18-6-12-27(31)25(14-18)24-13-17(5-11-26(24)30)1-2-19-4-9-23(22)28(32)15-19/h4-6,8-16,29-32H,1-3,7H2	isoplagiochin D	C1CC2=CC(=C(C=C2)C3=C(CCC4=CC(=C(C=C4)O)C5=C(C=CC1=C5)O)C=C(C=C3)O)O	6.30000019	11732630	COCONUT:(CNP0151805);KNApSAcK:(37340);Natural Products:(UNPD179898);PubChem:(11732630);SuperNatural:(SN00277586);PubMed	3178578	423.157027338902	632.644830060108	1044_neg_ms2_spectra_FT05546
760	1	1	1	0.1796747857276041	-56.1643203283171	0.9999999999999999	125.80845101948887	C5H10N2O3	[M - H]-	ZDXPYRJPNDTMRX	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)	glutamin	C(CC(=O)N)C(C(=O)O)N	-1.80237091	738;5961;145815;3949139;5460866;5460862;5460863;5460865;5460870;5460871;6992086;6992096;11789351;15560190;15560193;15560194;16213341;16217249;16217534;16217562;16217702;25244553;60111834;56835788;57616937;59584414;59274060;58203006;71308839;71308840;71308841;71308842;71309440;71309658;71309916;71309977;86671832;87103585;87103617;87528065;87151912;88901893;88959280;87944963;87945056;90973518;91337929;101964087;101964088;102387240;117059134;124202803;129848886;131879741	HMDB:(641 3423);PubChem class - food;SuperNatural:(SN00002229 SN00002216);ZINC bio:(ZINC01532526 ZINC01532609);additional;HSDB:(56-85-9);MeSH:(5961 145815);Plantcyc:(GLN GLUTAMIDE);PubMed;NORMAN:(NS00006419);COCONUT:(CNP0361973);KNApSAcK:(1359);Natural Products:(UNPD3701);PubChem:(738 5961 145815 3949139 5460866 5460862 5460863 5460865 5460870 5460871 6992086 6992096 11789351 15560190 15560193 15560194 16213341 16217249 16217534 16217562 16217702 25244553 60111834 56835788 57616937 59584414 59274060 58203006 71308839 71308840 71308841 71308842 71309440 71309658 71309916 71309977 86671832 87103585 87103617 87528065 87151912 88901893 88959280 87944963 87945056 90973518 91337929 101964087 101964088 102387240 117059134 124202803 129848886 131879741);CHEBI:(32666 32678 32665 28300 32672 17061 58359 32673 18050 32679 58000);PubChem class - bio and metabolites;KEGG:(C00064 C00303 C00819);PubChem class - safety and toxic;YMDB:(990 2);Training Set;PubChem class - drug;Biocyc:(GLN GLUTAMIDE)	255847294	145.060189004568	52.6802654450105	90_neg_ms2_spectra_FT00570
761	4	1	2	0.17955996259005266	-251.39220866332903	0.16080402010050251	31.123585370576933	C24H41NO9	[M + Cl]-	XZKKUHFZPYQKNG	InChI=1S/C24H41NO9/c26-12-16-19(29)23(34-24-22(32)21(31)20(30)18(13-27)33-24)15(25-16)10-5-3-1-2-4-8-14-9-6-7-11-17(14)28/h9,15-16,18-27,29-32H,1-8,10-13H2	null	C1CC=C(C(=O)C1)CCCCCCCC2C(C(C(N2)CO)O)OC3C(C(C(C(O3)CO)O)O)O	0.600000024	11005430	COCONUT:(CNP0256953);KNApSAcK:(32784);Natural Products:(UNPD59777 UNPD118578);PubChem:(11005430);SuperNatural:(SN00394705 SN00261313)	3178514	522.243358112163	509.253268042098	1501_neg_ms2_spectra_FT08671
762	1	1	2	0.17938910272069356	-9.662395997418521	0.615075376884422	109.22046578188606	C16H12O6	[M - H]-	IHFBPDAQLQOCBX	InChI=1S/C16H12O6/c1-21-16-11(19)7-13-14(15(16)20)10(18)6-12(22-13)8-2-4-9(17)5-3-8/h2-7,17,19-20H,1H3	Dinatin	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O	2.22187972	5281628	HMDB:(128581);SuperNatural:(SN00013624);ZINC bio:(ZINC05732241);additional;MeSH:(5281628);PubMed;COCONUT:(CNP0096417 CNP0142251);KNApSAcK:(1050);Natural Products:(UNPD27109);PubChem:(5281628);CHEBI:(75902);PubChem class - bio and metabolites;KEGG:(C10058);PubChem class - safety and toxic;Training Set	87613822	299.057526515356	489.0846061498	551_neg_ms2_spectra_FT02611
763	6	1	6	0.17916357978846	-118.7615110865474	0.0135678391959799	7.332978437858043	C23H34O16	[M + Cl]-	OYLFDKPAYFVQLA	InChI=1S/C23H34O16/c1-34-19(32)9-6-35-20(12-8(4-24)2-3-23(9,12)33)39-22-18(31)16(29)14(27)11(38-22)7-36-21-17(30)15(28)13(26)10(5-25)37-21/h2,6,10-18,20-22,24-31,33H,3-5,7H2,1H3	null	COC(=O)C1=COC(C2C1(CC=C2CO)O)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O	-4.18236589	""	COCONUT:(CNP0175193);Natural Products:(UNPD128391);SuperNatural:(SN00308446);KEGG Mine	8593113088	601.158367035461	233.706358322681	1691_neg_ms2_spectra_FT10643
764	1	1	1	0.17896833890777344	-607.8419805200322	0.9999999999999999	23.111350986457605	C16H15FN6O4	[M + Cl]-	JYLOVTHDLKSJCE	InChI=1S/C16H15FN6O4/c17-7-1-3-8(4-2-7)22-15(26)12-10(24)11(25)16(27-12)23-6-21-9-13(18)19-5-20-14(9)23/h1-6,10-12,16,24-25H,(H,22,26)(H2,18,19,20)	Adenosine-5''-(N-(p-fluorophenyl))carboxamide	C1=CC(=CC=C1NC(=O)C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O)F	-0.152530536	3055692;21153182	PubChem class - safety and toxic;PubChem:(3055692 21153182);PubMed	67108930	409.084301058319	51.38261097936	989_neg_ms2_spectra_FT05180
